hour,weekday_name,distance_to_next_m,time_gap_hours
17,Tuesday,0.0,1.7316666666666667
22,Tuesday,0.0,12.485277777777778
13,Wednesday,0.0,1.3175
16,Thursday,0.0,4.565833333333333
19,Monday,0.0,1.146111111111111
13,Wednesday,0.0,1.3897222222222223
10,Thursday,0.0,1.636388888888889
23,Sunday,0.0,14.233055555555556
20,Monday,0.0,14.761944444444444
11,Wednesday,0.0,1.4058333333333333
14,Wednesday,0.0,2.0719444444444446
21,Thursday,0.0,12.549722222222222
9,Friday,0.0,1.2769444444444444
18,Sunday,0.0,2.3319444444444444
20,Sunday,0.0,12.456666666666667
12,Tuesday,0.0,3.2
9,Friday,0.0,2.247777777777778
16,Saturday,0.0,7.343055555555556
16,Sunday,0.0,16.56111111111111
16,Saturday,0.0,18.291666666666668
16,Sunday,0.0,1.128611111111111
20,Sunday,0.0,3.8002777777777776
10,Monday,0.0,1.055
15,Monday,0.0,1.113611111111111
20,Monday,0.0,16.18027777777778
21,Tuesday,0.0,11.481944444444444
14,Wednesday,0.0,3.1458333333333335
23,Wednesday,0.0,11.234444444444444
10,Thursday,0.0,1.3158333333333334
12,Thursday,0.0,1.2941666666666667
22,Thursday,0.0,9.395555555555555
13,Friday,0.0,1.875
16,Friday,0.0,2.4988888888888887
19,Friday,0.0,1.6830555555555555
10,Monday,0.0,1.1075
19,Monday,0.0,6.226944444444444
1,Tuesday,0.0,4.9527777777777775
23,Wednesday,0.0,12.755555555555556
11,Thursday,0.0,2.2608333333333333
19,Thursday,0.0,6.030833333333334
20,Friday,0.0,40.025
12,Sunday,0.0,4.099722222222222
17,Sunday,0.0,3.6527777777777777
23,Monday,0.0,10.859166666666667
17,Tuesday,0.0,2.1219444444444444
21,Tuesday,0.0,13.229166666666666
13,Saturday,0.0,28.15861111111111
20,Monday,0.0,17.141944444444444
13,Thursday,0.0,3.207222222222222
3,Friday,0.0,13.553055555555556
11,Saturday,0.0,3.4233333333333333
18,Saturday,0.0,17.95611111111111
12,Sunday,0.0,4.816111111111111
17,Sunday,0.0,15.485555555555555
16,Monday,0.0,1.263611111111111
20,Monday,0.0,17.419722222222223
11,Wednesday,0.0,1.3322222222222222
22,Wednesday,0.0,11.642777777777777
14,Thursday,0.0,1.1527777777777777
15,Friday,0.0,2.0608333333333335
16,Saturday,0.0,1.1444444444444444
16,Sunday,0.0,2.0391666666666666
21,Sunday,0.0,11.669722222222223
19,Monday,0.0,1.2277777777777779
11,Tuesday,0.0,2.1769444444444446
21,Tuesday,0.0,11.489166666666666
9,Monday,0.0,3.1280555555555556
13,Monday,0.0,2.703333333333333
12,Tuesday,0.0,1.7822222222222222
14,Saturday,0.0,4.1075
18,Saturday,0.0,4.479166666666667
22,Saturday,0.0,11.695833333333333
20,Sunday,0.0,12.870555555555555
9,Monday,0.0,2.3719444444444444
11,Tuesday,0.0,1.225
9,Thursday,0.0,3.4255555555555555
17,Thursday,0.0,1.6888888888888889
16,Saturday,0.0,2.9633333333333334
10,Monday,0.0,2.267777777777778
10,Wednesday,0.0,1.4858333333333333
13,Thursday,0.0,1.3869444444444445
14,Saturday,0.0,1.0366666666666666
17,Saturday,0.0,18.315555555555555
10,Monday,0.0,2.4975
17,Tuesday,0.0,22.4525
15,Friday,0.0,2.2575
18,Saturday,0.0,1.226388888888889
12,Sunday,0.0,1.6841666666666666
19,Sunday,0.0,1.6669444444444443
22,Sunday,0.0,10.23638888888889
17,Monday,0.0,1.5833333333333333
12,Tuesday,0.0,1.2302777777777778
22,Thursday,0.0,2.4808333333333334
1,Friday,0.0,8.946388888888889
20,Sunday,0.0,12.785277777777777
10,Monday,0.0,1.525
12,Monday,0.0,1.9427777777777777
17,Monday,0.0,2.218611111111111
13,Tuesday,0.0,2.1661111111111113
11,Wednesday,0.0,2.0866666666666664
13,Thursday,0.0,3.266388888888889
11,Friday,0.0,1.2230555555555556
12,Monday,0.0,1.6308333333333334
16,Monday,0.0,1.0019444444444445
9,Tuesday,0.0,2.0769444444444445
12,Wednesday,0.0,1.3669444444444445
11,Thursday,0.0,1.0591666666666666
21,Thursday,0.0,14.842222222222222
13,Friday,0.0,3.768611111111111
17,Friday,0.0,2.1419444444444444
19,Saturday,0.0,16.031388888888888
12,Monday,0.0,1.781111111111111
11,Tuesday,0.0,1.455
22,Saturday,0.0,12.528055555555556
9,Tuesday,0.0,2.0125
9,Thursday,0.0,1.8280555555555555
10,Thursday,0.0,2.7777777777777777
11,Friday,0.0,1.8316666666666668
14,Saturday,0.0,1.1047222222222222
18,Saturday,0.0,1.073888888888889
11,Sunday,0.0,4.023333333333333
15,Sunday,0.0,8.956666666666667
13,Monday,0.0,2.517777777777778
13,Tuesday,0.0,3.1858333333333335
10,Thursday,0.0,1.4608333333333334
23,Thursday,0.0,10.761388888888888
22,Friday,0.0,12.013055555555555
11,Saturday,0.0,1.6636111111111112
17,Saturday,0.0,6.565833333333333
8,Wednesday,0.0,2.8233333333333333
12,Wednesday,0.0,1.4297222222222221
14,Thursday,0.0,2.6008333333333336
22,Thursday,0.0,12.147777777777778
17,Saturday,0.0,3.1358333333333333
10,Monday,0.0,1.1027777777777779
12,Monday,0.0,1.1655555555555555
22,Tuesday,0.0,9.133611111111112
11,Wednesday,0.0,7.3597222222222225
18,Wednesday,0.0,3.115
12,Thursday,0.0,2.7080555555555557
22,Thursday,0.0,9.5075
12,Friday,0.0,2.147222222222222
14,Friday,0.0,3.910833333333333
15,Saturday,0.0,1.0458333333333334
19,Saturday,0.0,1.925
14,Monday,0.0,167.69222222222223
