date,weekday_name,point_count,distance_to_next_m,speed_kmh,inactive_count,total_distance_km
2010-12-14,Tuesday,21,32817.5923551922,10.603858960676249,3,32.817592355192204
2010-12-15,Wednesday,31,348409.54457568924,12.596418908430728,1,348.40954457568927
2010-12-16,Thursday,26,59641.682893108205,21.982466465878566,4,59.641682893108204
2010-12-17,Friday,7,220871.2159784972,37.7478515524859,0,220.8712159784972
2010-12-18,Saturday,9,210671.90307223285,22.576162605102102,0,210.67190307223285
2010-12-19,Sunday,3,0.0,0.0,2,0.0
2010-12-20,Monday,107,78115.98336936039,126.13248869661427,3,78.11598336936039
2010-12-21,Tuesday,20,46201.04939942619,10.66612533172617,1,46.20104939942619
2010-12-22,Wednesday,14,97458.82228128242,15.704727576876781,1,97.45882228128242
2010-12-23,Thursday,10,23734.347332428883,18.548585393000298,0,23.734347332428882
2010-12-24,Friday,9,107628.44680054465,3.9908713577385626,0,107.62844680054465
2010-12-26,Sunday,5,4541.632415782587,0.6061549988680737,1,4.541632415782587
2010-12-27,Monday,68,41199.97223500508,25.99677096558211,1,41.19997223500508
2010-12-28,Tuesday,8,4541.632415782587,5.2929853986041095,2,4.541632415782587
2010-12-29,Wednesday,17,45585.961292179454,13.239178412126142,1,45.585961292179455
2010-12-30,Thursday,27,37232.95701775232,4.877415956694514,1,37.23295701775232
2010-12-31,Friday,8,4541.632415782587,1.19075340010835,1,4.541632415782587
2011-01-01,Saturday,4,1513.8774719275289,10.561935850657177,2,1.5138774719275288
2011-01-02,Sunday,20,16317.55100713694,46.729253422001264,1,16.31755100713694
2011-01-03,Monday,19,42423.256242414194,9.108328841770826,1,42.4232562424142
2011-01-04,Tuesday,37,53273.09039435476,16.367202500677525,0,53.27309039435476
2011-01-05,Wednesday,22,35858.82448079534,5.363812895906841,0,35.858824480795334
2011-01-06,Thursday,10,413332.85570066876,84.13192583144536,0,413.33285570066874
2011-01-07,Friday,23,39966.843789948034,6.903056627975258,2,39.96684378994804
2011-01-08,Saturday,9,40762.58210322792,15.124645404526648,0,40.76258210322792
2011-01-09,Sunday,2,12580.50297515131,0.5526052187342796,0,12.58050297515131
2011-01-10,Monday,17,26847.000343956952,4.277300347263754,1,26.847000343956953
2011-01-11,Tuesday,20,44099.93195684064,8.999523677403296,1,44.09993195684064
2011-01-12,Wednesday,16,46890.866872442464,26.61539911406282,1,46.890866872442466
2011-01-13,Thursday,1,1513.8774719275289,0.003478751941374675,0,1.5138774719275288
2011-01-31,Monday,60,94477.99522885082,131.49434608857075,0,94.47799522885082
2011-02-01,Tuesday,16,52082.488183469424,59.00534871645017,2,52.08248818346942
2011-02-02,Wednesday,18,43873.1158210884,16.004210879743074,1,43.873115821088405
2011-02-03,Thursday,22,228615.71095407207,48.980092483998966,1,228.61571095407206
